,Indicator Name,Year,Afghanistan,Australia,Bahrain,Belgium,Canada,Finland,France,Georgia,Greece,Iraq,Japan,Nepal,New Zealand,Pakistan
1594,Energy use (kg of oil equivalent per capita),1993,,5156.933379,10413.29313,4902.269974,7770.546448,5617.215378,4001.942285,1548.32339,2090.762365,1599.145836,3655.966843,295.473453,3967.87134,392.178443
1595,Energy use (kg of oil equivalent per capita),1994,,5103.947956,10704.99988,5186.186627,7957.245633,5972.554273,3836.08694,968.7244369,2138.251953,1726.655371,3844.28668,298.5513347,4055.200552,396.607744
1596,Energy use (kg of oil equivalent per capita),1995,,5148.34421,10492.11008,5267.670671,7979.898446,5661.903876,3981.234828,799.8414246,2147.136479,1603.140849,3934.959561,300.8980133,4053.690586,402.185991
1597,Energy use (kg of oil equivalent per capita),1996,,5419.101106,10160.01587,5536.471275,8053.454858,6070.212094,4191.683008,834.0240519,2206.103895,1553.857855,4008.476236,301.6633318,4131.236334,410.5665319
1598,Energy use (kg of oil equivalent per capita),1997,,5497.496585,11104.04003,5523.459164,8056.243628,6276.951692,4048.888623,755.8259211,2282.137035,1791.618381,4041.16767,305.1824052,4258.756777,409.2688582
1599,Energy use (kg of oil equivalent per capita),1998,,5584.519194,11322.23666,5603.160264,7948.397278,6319.326601,4151.178738,716.2329122,2389.793153,1238.114597,3955.627627,307.1145537,4162.869201,406.2112303
1600,Energy use (kg of oil equivalent per capita),1999,,5644.263976,10899.68258,5612.714676,8107.515156,6283.958258,4123.001361,669.3292011,2390.082866,925.9841867,4011.224779,318.1103449,4307.930432,416.8194612
1601,Energy use (kg of oil equivalent per capita),2000,,5680.902876,11199.60868,5669.358176,8265.079925,6262.192079,4134.874579,703.7218083,2506.639948,1054.18006,4083.831697,330.1254097,4430.227856,414.9956568
1602,Energy use (kg of oil equivalent per capita),2001,,5486.0561,11212.39783,5634.215487,8056.349425,6410.625234,4245.315949,640.3012376,2578.112105,1141.608343,4008.268032,335.5728953,4407.618864,408.9241332
1603,Energy use (kg of oil equivalent per capita),2002,,5614.26335,11345.2101,5390.719733,7993.879384,6728.581405,4224.718316,639.4192305,2597.748289,1051.278401,3991.977567,334.2564939,4337.380524,403.2728042
1604,Energy use (kg of oil equivalent per capita),2003,,5618.086484,11573.26253,5590.025976,8341.343144,7077.026649,4270.12047,684.5821684,2666.453637,936.9576948,3953.184508,339.0183464,4197.593862,412.4448425
1605,Energy use (kg of oil equivalent per capita),2004,,5652.763331,10847.86388,5592.98875,8455.547014,7134.854209,4300.95454,707.9865762,2711.46679,936.9041143,4078.210542,339.6580868,4239.645749,432.3941676
1606,Energy use (kg of oil equivalent per capita),2005,,5624.192019,11510.31853,5555.615784,8422.034308,6562.022311,4286.543803,727.880734,2753.051201,920.9587799,4062.979049,347.4065735,4095.143085,438.7837325
1607,Energy use (kg of oil equivalent per capita),2006,,5778.281818,11454.06038,5470.491824,8239.946371,7111.856822,4188.389999,781.2476565,2742.629961,862.7629235,4053.883437,344.3189029,4047.318023,447.6072003
1608,Energy use (kg of oil equivalent per capita),2007,,5868.340898,11184.11447,5336.963212,8213.389543,6974.896761,4115.173039,865.5928073,2734.755835,885.3953822,4012.654245,348.4379431,4054.495004,461.6010725
1609,Energy use (kg of oil equivalent per capita),2008,,5964.666056,11362.0692,5454.667159,8194.880771,6669.173348,4110.284802,780.7194535,2745.493459,940.7556497,3858.434521,358.3751737,4082.723367,444.0704988
1610,Energy use (kg of oil equivalent per capita),2009,,5862.564646,10388.48263,5196.581983,7797.121136,6268.300545,3913.225472,811.5319791,2649.661201,1087.637046,3678.511133,366.9923651,4073.238042,440.8110178
1611,Energy use (kg of oil equivalent per capita),2010,,5793.116026,10436.77105,5539.472223,7788.560786,6828.783753,4016.658441,824.5430382,2482.110116,1199.786981,3893.266604,375.9210211,4225.094582,437.2247486
1612,Energy use (kg of oil equivalent per capita),2011,,5745.23219,10453.08343,5092.316147,7911.554588,6537.637298,3846.928314,943.5439023,2407.762736,1267.554688,3610.812169,387.599844,4177.025547,431.3129913
1613,Energy use (kg of oil equivalent per capita),2012,,5575.287093,10251.06965,4845.488295,7733.411655,6275.770964,3836.514548,993.7399333,2403.230472,1354.324079,3537.36317,369.6298382,4357.809714,428.5278012
1614,Energy use (kg of oil equivalent per capita),2013,,5468.391369,10860.4686,4997.463306,7743.725742,6116.227294,3833.324932,1048.341057,2128.010669,1391.031938,3567.629354,410.2215159,4360.305936,432.2313469
1615,Energy use (kg of oil equivalent per capita),2014,,5334.681679,10798.12285,4708.221218,7897.855615,6213.357766,3659.087795,1180.272753,2123.897891,1346.549444,3470.763129,425.666371,4553.026901,431.6268634
1616,Energy use (kg of oil equivalent per capita),2015,,5483.816402,,4687.787049,7631.34157,5924.700125,3692.017833,,2182.071093,,3428.557216,,4431.514731,
1617,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1990,,163.2420755,273.4475008,135.4627883,220.7598244,172.7892455,114.0348522,232.1648637,86.6624625,152.3682257,108.1658783,189.8343204,137.663807,121.4107128
1618,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1991,,161.5867948,241.9980354,138.9642621,224.908936,186.2628793,119.275203,238.3061985,84.74581859,337.3721087,105.5201199,184.2496247,142.659193,118.4978488
1619,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1992,,163.9002219,249.5455373,138.3773406,228.0874088,181.4914344,115.382885,372.4882853,86.23009132,378.0487308,107.0286299,181.293933,144.2854206,117.1880047
1620,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1993,,165.1138803,233.0095429,136.4168462,229.6205248,191.6464186,118.0297322,462.6600679,86.52968363,377.6700442,108.2199767,179.1825328,142.913606,121.0152563
1621,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1994,,158.681862,248.2982022,140.2375184,227.5020229,196.8487838,110.9454969,318.1316655,87.19542001,412.0265297,112.8895398,171.452208,140.8052642,121.448284
1622,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1995,,155.798712,241.9256365,139.4148257,224.4754441,179.7440885,113.178429,246.571931,86.15865468,387.5760696,112.8543913,170.9215679,136.3887466,120.8490862
1623,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1996,,159.8306763,232.2969605,144.9007312,225.2774809,186.5002233,117.9208414,222.9721415,86.44174387,349.5230024,111.722728,166.1770701,136.2874725,121.3039416
1624,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1997,,157.7349366,254.0039062,139.61395,218.2644088,181.9049233,111.7008614,177.0625151,86.00642411,343.0293639,111.8055175,163.3053568,139.4507933,123.2785992
1625,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1998,,154.7000097,254.6701386,139.2004122,208.9944179,174.1178305,110.9662074,158.7575507,87.16901656,181.4703918,111.1486497,162.6418372,136.3544344,122.8148122
1626,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",1999,,150.6101818,241.9262218,134.9758683,204.3668308,166.2640205,107.1186557,141.2860265,84.90572405,119.2683397,113.2951758,164.3393631,134.6133841,125.0976398
1627,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2000,,147.5755189,242.657224,131.7715633,199.9359079,156.9700094,104.083566,143.0552219,86.03877814,120.0689028,112.4307184,163.3592406,135.3639355,123.1922958
1628,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2001,,141.4675783,243.2985904,129.9766976,193.5508129,156.9602759,105.552096,122.283039,85.42388378,131.9099256,110.1911592,161.0080105,131.0007972,120.904603
1629,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2002,,140.8066457,244.0974214,122.8217424,188.4619566,162.3730853,104.6202481,114.7429755,83.12954838,136.6386533,109.9526596,162.5980446,125.267177,119.2712243
1630,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2003,,138.2316018,243.624258,126.5831206,194.9227139,167.8265573,105.6290185,109.8702833,80.84731198,198.215113,107.4676443,160.8520388,118.0637169,117.8744355
1631,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2004,,134.8919871,228.5914871,122.8136014,193.4712368,163.1757516,104.2273431,106.7399972,78.44564588,132.9944308,108.5311961,155.8713118,116.2774547,117.5013809
1632,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2005,,131.7003968,245.8365365,119.8824697,188.493379,146.5165237,102.9478008,99.50252695,79.40687939,132.4569882,106.2199027,155.7325899,109.9038267,114.3830566
1633,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2006,,133.4885467,247.3692829,115.8693738,181.5092512,153.2324856,98.86909428,97.05053092,75.09929774,118.3019724,104.6136336,150.6528387,106.9592687,112.5201171
1634,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2007,,133.0397843,239.0167726,109.8357526,178.9816499,143.3268675,95.42761906,95.01674244,72.69485616,118.1496962,102.1528215,148.5078629,104.9362535,113.0845264
1635,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2008,,133.2074412,243.8806689,112.6450053,178.7277198,136.6130276,95.60344967,83.42254572,73.42035598,118.2493195,99.4923996,144.859989,107.873494,109.326171
1636,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2009,,131.1993548,230.9950725,110.4133681,177.1899255,140.3494356,94.19466932,89.2046171,74.23694984,137.0886767,100.5665938,142.6778325,108.8261644,107.914287
1637,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2010,,128.8349905,228.8762256,115.4716854,173.6099139,148.8574206,95.30415112,84.68375531,73.66795883,146.7036194,102.2661177,140.1279321,112.4952996,107.7436717
1638,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2011,,126.532011,224.4850924,105.7487234,172.6540434,139.6160627,89.75061817,89.50779464,79.41587832,149.245541,94.64871074,140.2402026,109.6311303,105.6505396
1639,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2012,,120.2591476,214.4865516,100.5060228,167.6565386,136.5715815,89.66112536,87.97464297,84.85212368,146.3820423,91.32002879,128.0725392,112.44879,103.2516092
1640,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2013,,116.9843912,222.0249605,103.6719481,165.8016307,134.9309404,89.53451869,89.29583468,76.51711417,146.3647125,90.16078141,137.5526621,110.3304746,101.3031594
1641,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2014,,112.9265598,219.840494,96.58162961,166.0447918,138.1459112,85.05274703,96.31227094,75.50305052,146.4458238,87.3377757,135.033874,112.8365326,98.01520265
1642,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2015,,115.2845025,,94.78625989,160.5849708,131.447962,85.17593375,,77.21306572,,84.85985519,,108.0470204,
1643,"Foreign direct investment, net inflows (% of GDP)",1970,0.013151224,2.160804751,,1.175757114,2.071743858,0.158485345,0.418448076,,0.380521453,-0.027732753,0.044212577,,,0.229369018
1644,"Foreign direct investment, net inflows (% of GDP)",1971,0.024575271,2.554718515,,1.435198353,2.282324144,0.199562471,0.316723878,,0.287833879,-0.004656762,0.087444687,,1.390444931,0.009375677
1645,"Foreign direct investment, net inflows (% of GDP)",1972,0.009401115,2.025313284,,1.037371775,1.860393405,0.250963392,0.322695756,,0.325723034,-0.002187733,0.053139424,0.002929406,1.32421151,0.180562618
1646,"Foreign direct investment, net inflows (% of GDP)",1973,0.015576924,0.211554283,,1.505954653,2.416845117,0.066761285,0.425624843,,0.277431633,-0.127571693,-0.009720361,-0.001028699,1.62197647,-0.062662241
1647,"Foreign direct investment, net inflows (% of GDP)",1974,,1.492436873,,2.029158567,2.313528389,0.14085175,0.646692012,,0.264286179,-0.076670852,0.042116149,0.020526234,1.804853462,0.044947901
1648,"Foreign direct investment, net inflows (% of GDP)",1975,,0.461468108,,1.453450549,1.94132124,0.23163905,0.433400884,,0.084134136,-0.333766349,0.043333047,,1.074251123,0.222605974
1649,"Foreign direct investment, net inflows (% of GDP)",1976,0.001565217,0.996865757,,1.225906902,1.182405799,0.182056691,0.262522929,,0.979044097,0.007603567,0.019277952,-0.002753325,2.040745459,0.062427701
1650,"Foreign direct investment, net inflows (% of GDP)",1977,-0.008126411,1.033991192,,1.539028796,1.588048428,0.14346423,0.462162851,,1.069763065,0.022129101,0.002910959,0,0.99908829,0.100642225
1651,"Foreign direct investment, net inflows (% of GDP)",1978,,1.415168609,,1.418122729,1.704912083,0.093217689,0.487750171,,0.966790212,0.001262505,0.000789256,0.025558508,1.477238759,0.181192853
1652,"Foreign direct investment, net inflows (% of GDP)",1979,0.032450496,1.104523037,,0.97156477,2.17631865,0.061909033,0.421580946,,1.125144795,0.004257406,0.022653768,0.016205267,1.690955489,0.295880697
1653,"Foreign direct investment, net inflows (% of GDP)",1980,0.247135743,1.244278706,-13.60487852,1.217999173,2.115683444,0.052101064,0.468106015,,1.182481031,0.002910461,0.02514959,0.015416899,1.437268555,0.269010726
1654,"Foreign direct investment, net inflows (% of GDP)",1981,0.005174216,1.326542619,0.119671754,1.323832479,0.216022714,0.189990219,0.401205879,,0.993380518,0.010892843,0.015504655,-0.010107299,0.72472622,0.384634937
1655,"Foreign direct investment, net inflows (% of GDP)",1982,,1.178289842,0.780566093,1.598528905,0.028623684,0.001724651,0.271047895,,0.798271781,0.005709926,0.038694841,-0.001252388,1.136575662,0.207749628
1656,"Foreign direct investment, net inflows (% of GDP)",1983,,1.687298652,1.716035318,1.479281134,1.350997362,0.165714758,0.308227517,,0.888144855,-0.000574756,0.033458702,-0.024518069,1.000425898,0.102666736
1657,"Foreign direct investment, net inflows (% of GDP)",1984,,0.22129836,3.602315288,0.467153203,1.590921789,0.257492463,0.451867818,,1.009995326,-0.005856614,-0.000758506,0.036804482,0.536398284,0.178192349
1658,"Foreign direct investment, net inflows (% of GDP)",1985,,1.161805087,2.774743282,1.218860737,0.343204539,0.201359905,0.469230253,,0.934738694,-0.002395449,0.043513932,0.024809975,0.913181,0.421864139
1659,"Foreign direct investment, net inflows (% of GDP)",1986,,2.942785466,-1.0455694,0.608121459,0.714926729,0.551203224,0.422034253,,0.835408649,0.00194226,0.011645659,0.041041366,1.272381374,0.331452709
1660,"Foreign direct investment, net inflows (% of GDP)",1987,,2.73923785,-1.058491537,1.576310715,1.984879596,0.298482234,0.550188789,,1.040321991,-0.007558011,0.046486824,0.047003039,0.587554054,0.387921173
1661,"Foreign direct investment, net inflows (% of GDP)",1988,,3.589365475,5.998132318,3.211644354,1.41277722,0.48757225,0.833285658,,1.189332286,-0.005396867,-0.015750335,0.019500949,0.345141159,0.484736839
1662,"Foreign direct investment, net inflows (% of GDP)",1989,,2.675497566,4.680938941,4.274890291,1.264338543,0.41187074,1.005053258,,0.949866222,0.000592418,-0.03468827,0.01191413,0.987184304,0.524257209
